rpm,throttle,egt,cht,oil_temp,egt_residual,cht_residual,label
3210.43,0.5079,816.17,354.49,154.39,50.9,15.33,OVERHEATING
4069.79,0.8086,989.98,472.68,199.17,1.36,-0.49,NORMAL
3431.68,0.5971,828.7,384.39,197.22,-1.17,6.47,LUBRICATION_ISSUE
4139.15,0.8626,1026.77,495.7,198.53,2.27,1.0,NORMAL
3209.4,0.4982,767.74,343.14,177.96,8.35,7.51,LUBRICATION_ISSUE
4127.84,0.852,1012.6,491.41,200.31,-4.98,0.86,NORMAL
3161.19,0.4655,740.15,325.25,149.3,2.76,2.82,NORMAL
3777.33,0.6971,906.25,423.74,182.56,-0.9,-0.55,NORMAL
3347.05,0.5327,791.35,359.87,175.5,4.38,7.69,LUBRICATION_ISSUE
3730.58,0.6671,910.1,428.6,181.53,23.32,16.53,OVERHEATING
3152.43,0.4643,772.45,334.11,147.05,36.26,12.4,OVERHEATING
3166.82,0.4605,729.11,317.66,149.72,-5.5,-3.11,NORMAL
3387.51,0.5665,850.5,376.53,163.94,41.25,10.98,OVERHEATING
3068.49,0.4099,700.73,304.21,154.98,1.38,4.6,LUBRICATION_ISSUE
3393.42,0.5465,828.88,380.22,162.38,31.31,21.68,OVERHEATING
4046.44,0.8065,992.04,476.36,212.69,5.8,4.61,LUBRICATION_ISSUE
4158.79,0.8565,1020.73,493.89,199.01,-1.11,0.78,NORMAL
3160.88,0.4706,740.12,328.57,145.94,-0.26,4.34,NORMAL
3640.02,0.6772,936.1,437.72,181.07,47.76,24.71,OVERHEATING
3080.38,0.4046,741.41,315.48,142.62,44.6,17.39,OVERHEATING
3300.53,0.5345,813.65,379.02,162.61,27.93,27.59,OVERHEATING
3631.01,0.6443,870.73,406.51,192.01,2.62,5.65,LUBRICATION_ISSUE
3137.34,0.4443,722.12,313.15,145.09,-1.36,-0.94,NORMAL
3657.08,0.6587,914.88,431.21,178.22,36.82,24.37,OVERHEATING
3094.81,0.4563,765.81,341.73,145.26,37.28,24.61,OVERHEATING
3082.01,0.4397,718.29,315.88,143.44,0.37,5.12,NORMAL
4259.86,0.8886,1084.08,523.61,205.71,37.95,15.93,OVERHEATING
2932.63,0.3697,671.24,287.43,159.14,2.8,6.36,LUBRICATION_ISSUE
4232.09,0.8852,1045.88,506.36,200.22,3.17,0.74,NORMAL
3612.0,0.6383,864.29,401.47,202.47,0.7,3.32,LUBRICATION_ISSUE
3062.98,0.4365,738.02,327.3,147.13,22.95,18.26,OVERHEATING
3312.84,0.5126,774.89,345.35,155.59,1.71,1.44,NORMAL
3691.96,0.6594,886.07,412.06,201.18,5.82,3.91,LUBRICATION_ISSUE
3266.35,0.5174,825.06,359.38,157.8,51.27,15.11,OVERHEATING
4020.53,0.8247,999.08,484.11,216.53,3.22,6.59,LUBRICATION_ISSUE
2835.15,0.3238,633.1,261.7,128.67,-2.96,0.06,NORMAL
3556.31,0.6362,858.97,394.3,169.11,-0.58,-1.43,NORMAL
3163.37,0.4536,757.2,345.2,147.6,26.9,27.02,OVERHEATING
3612.74,0.6435,868.2,403.84,200.87,1.47,3.8,LUBRICATION_ISSUE
4149.68,0.8453,1017.81,490.53,199.53,3.17,1.74,NORMAL
3704.39,0.6782,930.91,426.04,184.84,38.8,10.77,OVERHEATING
4057.59,0.8202,990.35,477.67,200.25,-4.67,0.66,NORMAL
4092.24,0.845,1054.19,509.7,202.03,42.6,22.74,OVERHEATING
4033.26,0.8233,1003.43,485.65,215.48,7.77,8.25,LUBRICATION_ISSUE
3213.55,0.4776,746.95,332.04,147.84,-0.3,3.69,NORMAL
4151.1,0.8702,1062.15,514.34,204.3,32.47,16.53,OVERHEATING
3333.75,0.5352,795.3,360.43,182.9,7.47,7.73,LUBRICATION_ISSUE
3361.44,0.5701,851.91,387.02,167.11,41.78,20.94,OVERHEATING
2969.04,0.3842,679.97,288.69,138.81,1.0,1.32,NORMAL
3622.18,0.6378,868.53,401.05,190.35,4.73,2.77,LUBRICATION_ISSUE
3724.23,0.6754,893.08,416.41,178.01,1.61,1.53,NORMAL
4209.19,0.8929,1068.87,523.14,202.31,22.65,15.41,OVERHEATING
4240.97,0.9013,1082.68,529.7,205.85,29.85,18.0,OVERHEATING
4171.3,0.8718,1033.02,498.05,199.45,1.35,-0.95,NORMAL
3301.75,0.5447,792.68,362.71,181.59,0.75,7.55,LUBRICATION_ISSUE
3858.12,0.737,938.05,440.33,188.8,2.92,-0.75,NORMAL
3261.02,0.4928,761.12,335.29,150.31,2.41,0.07,NORMAL
3679.42,0.682,896.66,422.44,192.66,3.5,6.55,LUBRICATION_ISSUE
3307.14,0.523,780.06,351.11,155.31,0.92,3.63,NORMAL
3304.9,0.5245,796.76,365.4,157.38,16.79,17.42,OVERHEATING
3526.61,0.6078,841.32,394.58,194.87,0.34,9.99,LUBRICATION_ISSUE
3440.85,0.5762,820.44,368.83,165.83,2.71,-1.82,NORMAL
3944.87,0.7683,960.34,461.57,222.27,2.13,6.65,LUBRICATION_ISSUE
3007.79,0.4135,703.25,306.49,164.36,4.77,7.4,LUBRICATION_ISSUE
4234.91,0.8789,1040.28,506.58,199.34,1.18,3.12,NORMAL
3855.79,0.7427,944.78,448.49,216.94,6.39,5.45,LUBRICATION_ISSUE
4277.87,0.8841,1046.82,514.33,226.28,2.48,7.73,LUBRICATION_ISSUE
3602.99,0.6269,854.51,395.78,202.51,-1.76,2.01,LUBRICATION_ISSUE
4092.88,0.8427,1013.14,498.4,231.76,2.86,12.23,LUBRICATION_ISSUE
4291.22,0.9143,1089.75,547.51,201.66,26.61,29.63,OVERHEATING
3071.41,0.4097,699.61,298.37,138.54,0.21,-1.28,NORMAL
2950.72,0.376,671.22,289.5,162.31,-1.94,5.6,LUBRICATION_ISSUE
3744.52,0.7081,932.46,445.57,183.48,20.36,18.31,OVERHEATING
3712.1,0.6967,906.46,420.22,180.39,2.82,-1.96,NORMAL
4336.63,0.9304,1075.64,526.05,202.17,0.57,1.01,NORMAL
3432.77,0.5704,840.7,388.36,166.42,26.81,20.03,OVERHEATING
3440.55,0.5842,826.74,380.4,195.91,4.2,6.87,LUBRICATION_ISSUE
3104.93,0.4644,736.95,321.18,147.42,3.09,0.86,NORMAL
4202.5,0.8787,1036.27,503.07,199.56,-1.06,0.68,NORMAL
3727.83,0.7027,909.28,423.44,181.51,1.25,-1.38,NORMAL
4341.97,0.9346,1117.31,544.49,203.75,39.44,17.76,OVERHEATING
3393.32,0.5834,823.89,372.11,190.65,4.18,0.29,LUBRICATION_ISSUE
3455.41,0.577,820.37,369.96,162.72,1.41,-1.42,NORMAL
3168.85,0.4588,763.78,332.27,147.91,30.03,12.02,OVERHEATING
4002.76,0.7997,977.93,470.32,195.67,-2.02,2.36,NORMAL
3723.14,0.6943,903.28,430.19,210.52,0.53,8.54,LUBRICATION_ISSUE
3852.46,0.7254,927.5,438.22,211.62,-0.38,1.5,LUBRICATION_ISSUE
3526.03,0.634,856.67,401.5,204.68,-0.02,7.48,LUBRICATION_ISSUE
3057.68,0.4285,737.0,323.33,145.72,27.04,17.36,OVERHEATING
3596.85,0.6397,864.1,405.96,188.85,0.45,7.77,LUBRICATION_ISSUE
3180.39,0.4614,739.24,320.16,146.05,3.39,-1.35,NORMAL
3359.02,0.5416,793.08,356.1,158.95,0.15,0.35,NORMAL
3043.87,0.4239,703.36,306.37,140.92,-3.17,2.45,NORMAL
4209.83,0.8902,1075.82,532.19,204.86,31.2,25.43,OVERHEATING
3523.16,0.6035,879.03,396.44,174.28,40.77,13.48,OVERHEATING
3965.65,0.7722,963.64,466.7,219.6,2.05,9.75,LUBRICATION_ISSUE
4304.0,0.9218,1097.9,536.67,206.8,29.64,15.72,OVERHEATING
2971.91,0.395,688.16,298.54,162.65,2.57,7.18,LUBRICATION_ISSUE
3496.13,0.5915,831.66,383.32,193.74,1.95,5.49,LUBRICATION_ISSUE
3659.59,0.6762,889.91,416.85,177.42,1.19,3.62,NORMAL
4148.49,0.8637,1026.34,506.5,220.19,0.71,11.12,LUBRICATION_ISSUE
4378.91,0.9441,1126.23,548.06,203.59,40.81,16.8,OVERHEATING
3916.16,0.7749,960.59,457.57,192.27,-0.17,1.12,NORMAL
3371.68,0.5541,828.81,378.73,166.28,27.79,18.11,OVERHEATING
3013.75,0.3965,690.42,299.01,163.29,1.84,5.86,LUBRICATION_ISSUE
4022.51,0.8171,1014.36,487.16,201.5,22.95,12.31,OVERHEATING
2919.81,0.3821,678.8,284.21,135.35,3.56,-0.93,NORMAL
2978.06,0.4089,726.57,308.42,143.16,32.34,11.88,OVERHEATING
4036.15,0.8204,992.7,476.97,197.61,-1.33,0.55,NORMAL
4325.68,0.9292,1064.86,523.93,197.55,-8.97,-0.37,NORMAL
3019.18,0.4184,702.87,302.04,169.18,0.85,0.83,LUBRICATION_ISSUE
3609.11,0.661,879.1,411.21,192.07,2.06,4.98,LUBRICATION_ISSUE
4019.93,0.8165,1015.01,493.08,201.81,24.11,18.54,OVERHEATING
4029.23,0.8123,1033.89,497.66,197.82,45.02,24.34,OVERHEATING
3694.33,0.6834,899.2,423.7,209.14,4.42,6.82,LUBRICATION_ISSUE
3376.96,0.5505,801.53,370.33,182.88,2.4,10.85,LUBRICATION_ISSUE
3503.98,0.582,820.11,373.76,165.08,-4.29,-0.88,NORMAL
3402.87,0.5592,806.5,371.41,182.11,0.81,7.99,LUBRICATION_ISSUE
4045.19,0.8277,993.14,478.53,201.28,-5.72,-0.79,NORMAL
3388.36,0.5656,816.66,371.91,180.85,7.89,6.65,LUBRICATION_ISSUE
4349.31,0.9439,1088.52,528.66,202.3,4.69,-1.64,NORMAL
3495.98,0.5864,828.36,379.79,182.3,1.73,3.82,LUBRICATION_ISSUE
4269.91,0.907,1051.71,516.46,200.52,-5.99,1.83,NORMAL
3533.86,0.6116,849.03,395.69,184.75,5.4,9.51,LUBRICATION_ISSUE
4283.56,0.9058,1099.62,531.71,202.21,41.97,17.13,OVERHEATING
3050.18,0.4288,714.1,311.81,169.29,4.3,5.93,LUBRICATION_ISSUE
3533.59,0.6163,886.29,404.03,175.64,39.8,16.13,OVERHEATING
3295.43,0.5102,795.53,362.89,158.51,24.65,20.36,OVERHEATING
3231.2,0.4981,784.49,352.55,153.6,24.08,16.3,OVERHEATING
3849.22,0.7294,930.69,440.53,203.8,0.58,2.46,LUBRICATION_ISSUE
3487.19,0.5861,874.8,403.28,172.99,48.78,27.67,OVERHEATING
4203.48,0.8821,1040.92,504.25,197.01,1.48,0.58,NORMAL
4088.2,0.8306,1039.33,498.34,204.46,36.58,16.69,OVERHEATING
3788.64,0.7096,916.88,429.49,182.89,1.71,0.39,NORMAL
3168.44,0.4573,734.45,320.14,148.61,1.68,0.47,NORMAL
3318.82,0.5136,776.5,345.72,155.77,2.37,1.25,NORMAL
4145.57,0.8699,1034.17,508.24,226.63,4.93,10.7,LUBRICATION_ISSUE
3144.62,0.4314,718.42,316.88,169.21,2.38,7.26,LUBRICATION_ISSUE
3227.83,0.4995,760.26,347.64,185.62,-0.82,10.99,LUBRICATION_ISSUE
4267.7,0.892,1048.81,512.83,218.84,0.21,3.67,LUBRICATION_ISSUE
4226.2,0.892,1046.23,518.61,218.72,-0.28,10.7,LUBRICATION_ISSUE
3649.12,0.6686,887.41,418.68,194.42,3.76,8.49,LUBRICATION_ISSUE
4108.31,0.839,1014.17,493.2,222.08,5.37,7.92,LUBRICATION_ISSUE
3038.79,0.4224,704.55,305.94,140.54,-0.83,2.72,NORMAL
3334.5,0.5236,784.62,352.34,157.39,3.75,3.82,NORMAL
2991.32,0.4079,694.76,304.39,169.17,0.48,7.82,LUBRICATION_ISSUE
3906.37,0.7535,979.51,474.77,192.81,32.07,26.31,OVERHEATING
3658.48,0.6455,871.21,411.73,198.09,1.01,9.61,LUBRICATION_ISSUE
3313.09,0.5337,814.39,368.94,158.52,28.5,17.41,OVERHEATING
3585.02,0.6187,894.55,409.96,175.15,44.09,19.68,OVERHEATING
3710.01,0.68,927.76,431.45,181.34,34.29,15.37,OVERHEATING
3104.74,0.4357,717.11,315.98,162.89,0.44,5.98,LUBRICATION_ISSUE
3129.32,0.4511,731.22,320.04,175.02,4.09,3.76,LUBRICATION_ISSUE
3396.75,0.5673,841.87,379.92,165.72,31.66,13.79,OVERHEATING
4371.12,0.9467,1085.54,530.71,199.55,-1.01,-1.23,NORMAL
3590.81,0.6532,906.12,424.85,178.51,34.65,21.97,OVERHEATING
4213.5,0.8657,1080.67,512.37,207.42,50.56,14.3,OVERHEATING
2951.74,0.4034,689.26,298.86,156.01,-0.36,5.09,LUBRICATION_ISSUE
3011.88,0.3914,688.94,302.6,166.17,3.49,11.33,LUBRICATION_ISSUE
3178.33,0.4767,746.68,334.32,165.87,1.75,7.37,LUBRICATION_ISSUE
3842.27,0.7303,932.16,436.78,186.93,1.88,-1.39,NORMAL
3946.95,0.7791,963.19,460.09,192.62,-1.64,1.19,NORMAL
2948.66,0.3935,690.37,289.65,136.72,6.82,-0.48,NORMAL
2759.95,0.3004,619.38,253.66,124.68,1.13,2.71,NORMAL
3839.45,0.7428,938.14,449.19,207.78,0.46,6.58,LUBRICATION_ISSUE
2918.69,0.3714,671.18,279.05,135.48,2.4,-2.22,NORMAL
3801.47,0.7337,935.89,448.71,212.51,5.6,10.54,LUBRICATION_ISSUE
2911.48,0.3948,684.53,290.36,163.94,2.05,0.87,LUBRICATION_ISSUE
3480.4,0.5931,834.87,385.38,194.98,4.96,7.44,LUBRICATION_ISSUE
2728.12,0.3096,618.73,252.85,120.47,-3.4,-0.44,NORMAL
3810.47,0.7145,916.3,432.25,184.7,-2.92,0.72,NORMAL
4270.16,0.9254,1066.22,520.57,200.69,-2.53,-0.69,NORMAL
3418.62,0.584,817.08,385.18,181.44,-4.28,12.37,LUBRICATION_ISSUE
4203.36,0.8837,1038.11,506.32,202.48,-2.27,2.1,NORMAL
4076.36,0.8386,1009.97,481.88,197.95,3.02,-2.29,NORMAL
4139.07,0.8717,1060.24,516.09,200.65,30.26,18.1,OVERHEATING
2961.56,0.3705,672.41,291.17,157.69,2.0,8.93,LUBRICATION_ISSUE
3357.63,0.542,819.58,372.84,163.85,26.5,17.0,OVERHEATING
3183.92,0.4765,747.42,325.79,149.12,2.34,-1.26,NORMAL
3928.8,0.77,961.64,460.18,221.54,3.19,5.11,LUBRICATION_ISSUE
3859.39,0.7306,973.13,455.45,189.76,41.83,16.67,OVERHEATING
3552.75,0.5981,880.41,396.08,169.67,43.92,14.19,OVERHEATING
3749.85,0.7112,956.91,444.66,185.13,42.7,16.13,OVERHEATING
3508.4,0.5984,833.92,381.36,169.83,-0.56,0.67,NORMAL
4135.75,0.842,1011.2,501.79,228.21,-0.77,14.62,LUBRICATION_ISSUE
3382.34,0.5275,822.87,366.01,158.22,37.27,14.64,OVERHEATING
3596.41,0.6464,874.72,406.81,199.15,7.03,6.19,LUBRICATION_ISSUE
3935.26,0.7643,955.13,455.39,192.46,-0.22,2.17,NORMAL
3202.36,0.4733,771.64,337.92,148.86,27.55,11.47,OVERHEATING
3495.74,0.6072,865.66,406.66,169.6,26.53,23.18,OVERHEATING
3843.41,0.7348,933.82,444.44,210.5,0.75,4.6,LUBRICATION_ISSUE
3071.43,0.4314,745.5,327.67,147.09,33.09,20.22,OVERHEATING
3914.73,0.7636,953.44,450.58,188.66,-0.44,-1.76,NORMAL
4132.24,0.871,1055.45,508.34,203.66,26.26,10.82,OVERHEATING
4026.05,0.7974,976.58,476.16,213.27,-3.15,8.32,LUBRICATION_ISSUE
3945.29,0.7801,963.42,457.22,191.43,-1.87,-1.96,NORMAL
3084.64,0.4405,739.38,323.83,149.83,20.85,12.71,OVERHEATING
3226.38,0.5074,767.27,337.38,155.07,1.5,-2.08,NORMAL
3020.74,0.4059,692.78,296.89,138.34,-1.8,0.14,NORMAL
2829.09,0.3513,651.06,273.34,129.75,-1.18,1.99,NORMAL
3661.55,0.6516,877.2,404.42,172.86,3.17,0.0,NORMAL
3456.04,0.5755,819.29,379.77,193.95,1.21,8.93,LUBRICATION_ISSUE
3078.8,0.4403,718.76,310.96,142.64,0.65,0.09,NORMAL
3901.81,0.7658,990.75,480.95,194.27,36.18,28.21,OVERHEATING
4242.41,0.86,1068.83,510.4,200.97,40.68,13.52,OVERHEATING
4084.64,0.8212,996.39,476.82,197.75,-0.56,-1.35,NORMAL
3227.52,0.4833,781.08,349.21,151.62,29.73,18.4,OVERHEATING
2772.77,0.3198,629.53,261.44,126.3,-1.0,3.12,NORMAL
3568.02,0.6141,845.76,388.17,167.62,-1.13,0.04,NORMAL
3084.31,0.4435,720.39,322.57,160.29,0.07,10.38,LUBRICATION_ISSUE
3117.65,0.4557,726.94,326.63,168.43,-2.33,9.06,LUBRICATION_ISSUE
3765.96,0.6975,910.89,431.44,207.76,4.12,7.37,LUBRICATION_ISSUE
3829.4,0.7185,951.5,450.35,188.88,28.91,16.8,OVERHEATING
4379.82,0.9312,1079.24,526.37,198.94,1.5,-0.27,NORMAL
3562.91,0.6282,886.54,421.14,171.44,31.5,28.12,OVERHEATING
2993.54,0.4037,689.53,303.95,166.68,-2.35,8.82,LUBRICATION_ISSUE
3868.76,0.7383,938.79,448.1,201.92,2.36,6.24,LUBRICATION_ISSUE
3183.32,0.4795,780.89,345.91,155.31,34.04,17.79,OVERHEATING
4011.36,0.7951,974.87,469.37,193.42,-2.73,2.81,NORMAL
3203.34,0.4853,749.48,339.35,174.96,-1.9,8.53,LUBRICATION_ISSUE
2978.62,0.3855,681.02,287.04,135.04,0.78,-1.1,NORMAL
3614.42,0.6673,886.86,414.02,194.64,5.79,5.38,LUBRICATION_ISSUE
3362.48,0.5389,791.62,351.27,157.32,0.16,-3.6,NORMAL
2945.12,0.3882,682.25,292.78,164.27,2.05,4.66,LUBRICATION_ISSUE
4252.64,0.9162,1093.86,534.89,199.48,31.5,17.47,OVERHEATING
3638.4,0.6493,911.83,416.69,175.03,40.33,13.8,OVERHEATING
3743.98,0.7062,955.34,447.97,186.0,44.4,21.41,OVERHEATING
3513.18,0.5994,829.47,377.09,168.17,-5.85,-4.1,NORMAL
3739.94,0.7044,911.56,433.76,215.7,1.94,8.0,LUBRICATION_ISSUE
4029.91,0.8232,998.67,476.17,200.29,3.26,-1.07,NORMAL
3193.69,0.4586,762.44,337.87,147.3,27.62,16.98,OVERHEATING
3382.76,0.554,833.58,378.32,165.53,32.04,17.4,OVERHEATING
3659.24,0.6654,915.91,437.98,183.42,33.72,28.66,OVERHEATING
3533.69,0.597,833.62,388.02,198.66,-1.26,7.09,LUBRICATION_ISSUE
3301.71,0.5275,801.03,372.86,160.35,19.42,23.89,OVERHEATING
3090.48,0.4305,730.49,329.17,143.49,17.65,21.47,OVERHEATING
3681.87,0.6773,916.17,432.67,184.34,25.67,18.36,OVERHEATING
3097.23,0.4214,756.51,329.48,146.48,48.78,24.84,OVERHEATING
3282.62,0.5176,798.67,364.47,153.72,24.01,19.67,OVERHEATING
2918.75,0.3709,669.68,292.76,165.29,1.22,11.69,LUBRICATION_ISSUE
3805.83,0.7267,923.8,433.7,182.31,-2.52,-2.09,NORMAL
4342.83,0.9227,1093.32,545.5,202.16,22.56,23.04,OVERHEATING
3380.13,0.5636,803.08,361.12,162.05,-4.06,-3.17,NORMAL
3239.11,0.511,763.61,339.36,156.04,-4.93,-1.77,NORMAL
3458.45,0.5838,868.45,390.54,170.27,45.26,16.63,OVERHEATING
4063.28,0.8225,993.46,475.66,199.36,-3.19,-2.33,NORMAL
3903.32,0.7575,949.44,455.97,219.5,-0.21,6.18,LUBRICATION_ISSUE
4292.21,0.8998,1079.39,529.15,200.95,24.93,16.47,OVERHEATING
4325.13,0.9213,1097.65,534.83,204.61,28.64,13.43,OVERHEATING
4208.16,0.9044,1077.96,521.93,203.16,24.93,10.12,OVERHEATING
3027.75,0.4293,754.96,323.01,146.29,45.97,17.62,OVERHEATING
3311.09,0.5179,773.77,344.64,154.64,-2.52,-1.13,NORMAL
3185.49,0.4726,743.19,336.06,173.74,0.35,10.36,LUBRICATION_ISSUE
3031.82,0.4304,760.22,318.48,142.23,50.37,12.57,OVERHEATING
4021.5,0.8341,999.69,483.5,199.97,-1.82,2.59,NORMAL
3386.53,0.5467,819.2,381.97,162.48,21.86,23.57,OVERHEATING
3994.18,0.806,987.03,476.5,224.78,3.73,6.52,LUBRICATION_ISSUE
3478.0,0.6146,843.1,381.96,169.67,0.43,-3.64,NORMAL
3753.63,0.6881,905.41,425.94,205.09,4.89,5.63,LUBRICATION_ISSUE
4135.35,0.8411,1015.0,484.66,201.19,3.6,-2.18,NORMAL
4241.25,0.9092,1109.15,538.4,202.44,51.59,23.86,OVERHEATING
2746.14,0.3333,636.19,260.31,125.02,-1.12,-2.08,NORMAL
3138.32,0.4378,722.67,318.2,171.15,3.1,6.46,LUBRICATION_ISSUE
4160.12,0.8578,1022.64,496.71,217.92,-0.05,3.1,LUBRICATION_ISSUE
3134.49,0.4642,767.07,348.31,148.95,31.8,27.15,OVERHEATING
3341.44,0.5187,774.64,352.93,180.32,-3.63,5.97,LUBRICATION_ISSUE
2906.84,0.3783,674.01,284.28,131.65,1.72,0.9,NORMAL
3072.32,0.424,729.43,320.26,145.52,21.41,15.45,OVERHEATING
4294.25,0.9142,1093.95,534.35,202.79,30.75,16.43,OVERHEATING
3491.68,0.6004,841.26,389.21,183.95,6.47,8.33,LUBRICATION_ISSUE
4062.02,0.8197,1015.88,502.14,200.5,20.98,25.2,OVERHEATING
4207.11,0.8862,1044.87,506.22,200.07,2.82,0.99,NORMAL
4305.48,0.9137,1110.5,540.53,204.61,46.99,22.43,OVERHEATING
4195.11,0.8616,1027.95,505.28,231.75,1.22,9.24,LUBRICATION_ISSUE
3363.91,0.5451,795.79,367.46,190.22,0.53,10.31,LUBRICATION_ISSUE
4066.26,0.8399,1007.08,489.05,219.1,-0.2,4.68,LUBRICATION_ISSUE
3231.9,0.4859,754.07,340.07,173.86,0.91,8.17,LUBRICATION_ISSUE
3495.39,0.6058,833.6,387.24,194.79,-4.68,4.28,LUBRICATION_ISSUE
4084.5,0.8356,1001.28,482.3,200.74,-4.3,-1.05,NORMAL
2867.86,0.3443,646.01,268.67,127.5,-3.98,-1.32,NORMAL
2959.54,0.4011,693.0,297.12,155.75,4.33,3.93,LUBRICATION_ISSUE
3108.33,0.451,723.07,325.4,169.19,-2.92,9.81,LUBRICATION_ISSUE
3206.74,0.4937,755.11,333.18,151.75,-1.48,-0.77,NORMAL
2910.24,0.3552,662.65,280.48,162.24,4.01,5.3,LUBRICATION_ISSUE
2993.84,0.3872,683.14,295.1,163.96,1.12,5.89,LUBRICATION_ISSUE
3832.52,0.7074,917.05,433.46,199.6,0.99,3.82,LUBRICATION_ISSUE
3979.01,0.8099,990.11,471.02,197.84,5.24,0.1,NORMAL
2798.71,0.3362,643.45,263.56,128.04,1.77,-1.45,NORMAL
3079.6,0.4334,713.62,316.33,173.04,-0.41,7.91,LUBRICATION_ISSUE
4201.16,0.872,1038.25,509.91,220.9,4.98,9.95,LUBRICATION_ISSUE
4059.27,0.8161,999.45,475.94,198.9,6.81,0.36,NORMAL
3820.46,0.732,954.76,455.26,188.54,24.53,17.12,OVERHEATING
3609.43,0.655,881.5,405.81,202.81,8.06,1.75,LUBRICATION_ISSUE
3982.74,0.7947,980.33,478.31,216.87,4.36,12.73,LUBRICATION_ISSUE
2951.7,0.3779,679.48,284.48,132.09,5.14,-0.13,NORMAL
3194.38,0.4792,743.75,328.33,150.04,-3.52,-0.03,NORMAL
3150.97,0.4232,737.08,331.64,144.82,25.6,24.76,OVERHEATING
3578.48,0.6266,887.92,416.52,173.44,33.03,23.58,OVERHEATING
3780.6,0.7195,963.81,455.29,187.32,43.06,22.84,OVERHEATING
3154.55,0.4589,733.65,328.37,177.03,0.6,8.54,LUBRICATION_ISSUE
4320.44,0.9309,1071.81,526.53,201.55,-2.77,1.78,NORMAL
4284.05,0.918,1105.07,536.31,202.92,40.04,17.29,OVERHEATING
4028.8,0.7936,976.79,466.52,194.4,-0.81,-0.04,NORMAL
4134.95,0.8572,1022.5,491.54,199.23,1.45,-1.09,NORMAL
3888.96,0.7566,952.93,453.96,216.93,4.52,4.92,LUBRICATION_ISSUE
3761.83,0.71,911.34,434.97,201.01,-2.75,6.52,LUBRICATION_ISSUE
4143.48,0.8599,1027.65,493.86,200.44,4.51,-0.02,NORMAL
3345.98,0.5337,792.9,362.49,185.5,5.37,9.98,LUBRICATION_ISSUE
3080.11,0.4284,713.47,308.33,141.33,2.45,1.72,NORMAL
4044.43,0.8226,1024.37,503.18,203.2,28.58,25.7,OVERHEATING
3506.25,0.6381,864.23,402.69,199.87,6.05,7.78,LUBRICATION_ISSUE
3134.1,0.4388,720.04,312.6,146.55,0.06,0.62,NORMAL
3886.59,0.778,1005.74,472.66,195.28,44.61,15.98,OVERHEATING
3961.92,0.7787,968.76,464.88,215.45,3.43,5.69,LUBRICATION_ISSUE
4310.63,0.9046,1091.45,529.97,200.31,33.14,14.98,OVERHEATING
2900.15,0.3528,660.03,276.12,131.67,3.35,2.11,NORMAL
3362.34,0.5483,827.3,369.51,164.64,30.23,11.27,OVERHEATING
4338.23,0.9314,1074.88,522.15,199.92,-0.87,-3.3,NORMAL
3533.49,0.6041,873.05,403.47,171.88,33.92,20.0,OVERHEATING
3442.69,0.585,846.73,397.46,166.47,23.57,23.56,OVERHEATING
3185.07,0.4691,773.14,350.2,154.06,32.42,25.76,OVERHEATING
3104.99,0.4465,722.19,316.45,145.47,-0.95,2.56,NORMAL
3833.87,0.7482,950.11,453.96,218.97,9.49,9.59,LUBRICATION_ISSUE
2999.35,0.4106,695.22,303.92,155.75,-1.13,6.11,LUBRICATION_ISSUE
4334.38,0.9304,1075.82,520.09,198.65,0.84,-4.9,NORMAL
2990.2,0.3919,681.96,289.81,138.54,-2.69,-0.98,NORMAL
3948.09,0.7784,958.4,461.56,192.12,-6.06,2.88,NORMAL
2959.63,0.3647,669.19,281.8,131.23,2.41,1.72,NORMAL
4225.21,0.889,1088.28,528.97,202.91,43.61,22.17,OVERHEATING
3305.7,0.5219,775.77,352.32,181.78,-2.64,5.27,LUBRICATION_ISSUE
3643.37,0.6623,882.93,412.07,204.27,3.36,4.33,LUBRICATION_ISSUE
4012.41,0.8152,1020.92,502.63,198.27,31.17,28.77,OVERHEATING
2996.68,0.3976,693.57,292.58,137.82,5.17,-0.46,NORMAL
4275.43,0.9195,1098.44,542.9,202.87,32.99,23.63,OVERHEATING
4298.14,0.9242,1097.78,543.51,199.26,28.36,21.85,OVERHEATING
3714.08,0.6954,901.31,424.21,179.86,-1.64,2.44,NORMAL
4124.54,0.8531,1020.22,494.33,221.85,2.11,3.46,LUBRICATION_ISSUE
3812.5,0.7208,920.47,432.77,184.51,-2.62,-1.08,NORMAL
3762.89,0.6993,908.68,433.06,207.19,0.97,8.44,LUBRICATION_ISSUE
3923.52,0.7875,973.65,465.1,209.65,4.98,3.89,LUBRICATION_ISSUE
3574.18,0.6248,860.38,395.84,185.89,6.78,3.68,LUBRICATION_ISSUE
3584.37,0.645,864.23,406.88,191.96,-1.99,7.15,LUBRICATION_ISSUE
4197.79,0.8833,1037.56,504.68,201.85,-2.32,0.76,NORMAL
3411.19,0.5474,801.58,363.56,188.79,2.56,4.15,LUBRICATION_ISSUE
3612.07,0.646,898.06,419.99,176.13,29.84,19.06,OVERHEATING
3711.21,0.6793,939.99,434.7,182.31,46.83,18.8,OVERHEATING
4097.12,0.8224,998.81,478.35,200.67,0.53,-0.62,NORMAL
3196.17,0.484,782.64,355.31,151.93,32.46,25.2,OVERHEATING
3566.87,0.6153,889.61,403.4,172.0,42.06,14.87,OVERHEATING
